,id,priceLabel,name,brandId,brandName,imageLink,desc,vendor,print,material,cashmere
1746,459274061,95.0,HUGO Woven Silk Tie,1291,HUGO,http://bim.shopstyle.com/pim/d9/1b/d91bffd87bcff25dec73f59f8f8cb887_best.jpg,"Tight two-tone dots mark a sharp Italian tie cut from pure silk. Pair it with a solid dress shirt for a classic formal look. <ul> <li>2"" width; 58"" length.</li> <li>100% silk.</li> <li>Dry clean.</li> <li>By Hugo Boss; made in Italy.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_solid,_silk,False
1750,465398507,45.0,Original Penguin Cotton Bow Tie,1767,Original Penguin,http://bim.shopstyle.com/pim/64/c6/64c641ce0dc12adcbfecc4651c1a422c_best.jpg,"A pre-tied, easy-to-wear bow tie cut from pure cotton offers a stylish look with any solid dress shirt. <ul> <li>2"" bow height.</li> <li>Pretied; adjusts to fit neck sizes 10"" - 17"".</li> <li>100% cotton.</li> <li>Dry clean.</li> <li>By Original Penguin; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_solid,_cotton,False
1751,465644175,45.0,Original Penguin Wool Blend Bow Tie,1767,Original Penguin,http://bim.shopstyle.com/pim/db/c9/dbc98067439b8d8af74ad0ed0e8a8ad1_best.jpg,"A solid bow tie cut from a fine wool blend makes a handsome addition to your formal attire. <ul> <li>2"" bow height.</li> <li>Untied; adjustable.</li> <li>50% wool, 50% polyester.</li> <li>Dry clean.</li> <li>By Original Penguin; imported.</li> <li>Men's Furnishings.</li> </ul>",Nordstrom,_solid,_polyester,False
1892,462139086,225.0,"Giorgio Armani Solid Textured Silk Tie, Black",1225,Giorgio Armani,http://bim.shopstyle.com/pim/8a/1a/8a1a48abd22f827ac063969238c5411e_best.jpg,"<ul><li>Armani Collezioni solid, textured tie. </li><li>Approx. 3 1/4"" at widest. </li><li>Silk. </li><li>Made in Italy. </li></ul>",Neiman Marcus,_solid,unknown,False
1917,445608011,205.0,"Ermenegildo Zegna Textured Solid Tie, Gray",1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/eb/25/eb253541ceccca9ae0819c31aa9ff366_best.jpg,"<ul><li>Ermenegildo Zegna tie in textured, solid-color brocade.</li><li>3 1/2""W at widest.</li><li>Silk.</li><li>Made in Italy.</li></ul>",Neiman Marcus,_solid,unknown,False
2046,463756981,205.0,"Ermenegildo Zegna Textured Solid Tie, Gray",1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/22/f1/22f1c5126125d32380e290f9c80e1e68_best.jpg,"<ul><li>Ermenegildo Zegna tie in textured, solid-color brocade.</li><li>3 1/2""W at widest.</li><li>Silk.</li><li>Made in Italy.</li></ul>",Neiman Marcus,_solid,unknown,False
2072,451680688,205.0,"Ermenegildo Zegna Solid Woven Silk Tie, Brown",1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/fe/03/fe033f6ffe73d57ddd606de25957fc82_best.jpg,"<ul><li>Ermenegildo Zegna solid woven tie. </li><li>Approx. 3.25"" at widest. </li><li>Silk. </li><li>Made in Italy. </li></ul>",Neiman Marcus,_solid,unknown,False
2078,464810022,205.0,"Ermenegildo Zegna Textured Solid Tie, Gray",1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/7b/33/7b33f04af6d0595e0eaddcda079ce627_best.jpg,"<ul><li>Ermenegildo Zegna tie in textured, solid-color brocade.</li><li>3 1/2""W at widest.</li><li>Silk.</li><li>Made in Italy.</li></ul>",Neiman Marcus,_solid,unknown,False
2082,464936746,160.0,"Armani Collezioni Textured Solid Tie, Lt. Blue",747,Armani Collezioni,http://bim.shopstyle.com/pim/15/e2/15e2724405a872e98e6695693c83dbe2_best.jpg,"<ul><li>Armani Collezioni tie in textured solid-color brocade.</li><li>Approx. 3.25"" at widest.</li><li>Silk; dry clean.</li><li>Made in Italy.</li></ul>",Neiman Marcus,_solid,unknown,False
2084,464936946,160.0,"Armani Collezioni Textured Solid Tie, Blue",747,Armani Collezioni,http://bim.shopstyle.com/pim/31/a4/31a4d59dd5d60e38432b168aadafd8f5_best.jpg,"<ul><li>Armani Collezioni tie in textured solid-color brocade.</li><li>Approx. 3.25"" at widest.</li><li>Silk; dry clean.</li><li>Made in Italy.</li></ul>",Neiman Marcus,_solid,unknown,False
2150,465546283,115.0,"Boss Hugo Boss Wool Woven Tie, Teal",267,HUGO BOSS,http://bim.shopstyle.com/pim/fe/bc/febca7c2cd63265eba4b1ecac372b8ad_best.jpg,"<ul><li>Boss Hugo Boss solid woven straight tie.</li><li>2"" wide.</li><li>Wool, dry clean.</li><li>Made in Italy.</li></ul>",Neiman Marcus,_solid,unknown,False
2159,465945158,205.0,"Ermenegildo Zegna Solid Woven Silk Tie, Red",1139,Ermenegildo Zegna,http://bim.shopstyle.com/pim/b7/18/b718b645a3969bbcda215ab7c2b8d365_best.jpg,"<ul><li>Ermenegildo Zegna solid woven tie. </li><li>Approx. 3.25"" at widest. </li><li>Silk; dry clean. </li><li>Made in Italy. </li></ul>",Neiman Marcus,_solid,unknown,False
2176,466019517,295.0,"Kiton Textured Solid Tie, Blue",1452,Kiton,http://bim.shopstyle.com/pim/eb/3c/eb3c03a427c2c5fca195bd825bd91ec9_best.jpg,<ul><li>The Kiton tie is faithfully created following the Neapolitan tradition.</li><li>Kiton textured solid tie.</li><li>Seven folds; handmade passages.</li><li>Silk; dry clean.</li><li>Handmade in Italy.</li></ul>,Neiman Marcus,_solid,unknown,False
2268,465746855,230.0,"Brioni Solid Silk Satin Tie, Black",859,Brioni,http://bim.shopstyle.com/pim/96/d5/96d522167f8d478b45274de9c511fe62_best.jpg,"<ul><li>Brioni solid silk satin tie.</li><li>Approx. 3.5"" at widest.</li><li>Dry clean.</li><li>Handmade in Italy.</li></ul>",Neiman Marcus,_solid,_silk,False
2279,457454098,75.0,English silk tweed tie in classic stripe,284,J.Crew,http://bim.shopstyle.com/pim/5f/bb/5fbb3799e1a2a5660e4d27457be45ae1_best.jpg,"Sometimes you want to wear a tie even when you don't have to. This one is made from an English silk that's woven with a tweed-like texture and flecks of color (it's great for the guy who wants something with more character than a solid tie but can't commit to a full-on pattern). Fun fact: It's hand-finished in NYC's Long Island City. <ul> <li>2 1/2"" at widest point.</li> <li>English silk.</li> <li>USA.</li> </ul>",J.Crew,_solid,_silk,False
2285,465747003,230.0,"Brioni Solid Silk Satin Tie, Silver",859,Brioni,http://bim.shopstyle.com/pim/4f/a3/4fa3c5c57e2479773cb53d563c981ce2_best.jpg,"<ul><li>Brioni solid silk satin tie.</li><li>Approx. 3.5"" at widest.</li><li>Dry clean.</li><li>Handmade in Italy.</li></ul>",Neiman Marcus,_solid,_silk,False
2286,466019011,295.0,"Kiton Textured Solid Silk Tie, Navy",1452,Kiton,http://bim.shopstyle.com/pim/c9/11/c911808e9bcd48888ea0ff11814fa6f0_best.jpg,"<ul><li>Kiton textured solid sevenfold tie.</li><li>Approx. 3.25"" at widest.</li><li>Silk; dry clean.</li><li>Handmade in Italy.</li></ul>",Neiman Marcus,_solid,unknown,False
2289,465747201,230.0,"Brioni Solid Silk Satin Tie, Charcoal",859,Brioni,http://bim.shopstyle.com/pim/1c/10/1c102fcc0ededfb8825767da7d657dfe_best.jpg,"<ul><li>Brioni solid silk satin tie.</li><li>Approx. 3.5"" at widest.</li><li>Dry clean.</li><li>Handmade in Italy.</li></ul>",Neiman Marcus,_solid,_silk,False
2292,465747219,230.0,"Brioni Solid Silk Satin Tie, Off White",859,Brioni,http://bim.shopstyle.com/pim/23/c3/23c3b4e89a5661a1d21ea531857efb73_best.jpg,"<ul><li>Brioni solid silk satin tie.</li><li>Approx. 3.5"" at widest.</li><li>Dry clean.</li><li>Handmade in Italy.</li></ul>",Neiman Marcus,_solid,_silk,False
2579,459670127,89.5,Isaac Mizrahi Corduroy Solid Tie,2972,Isaac Mizrahi,http://bim.shopstyle.com/pim/3b/49/3b4996771803a445cf43c069d7cf31b4_best.jpg,A non-traditional way to wear color and pattern. Highlight solid two-piece tailoring with this corduroy tie from Isaac Mizrahi. <ul> <li>Cotton</li> <li>Dry clean</li> <li>Imported</li> <li>Isaac Mizrahi corduroy solid tie</li> <li>3 1/8'' wide</li> </ul>,Macy's,_solid,unknown,False
2581,448724515,65.0,Calvin Klein Extra Long Microsolid Slim Tie,103,Calvin Klein,http://bim.shopstyle.com/pim/cc/3c/cc3c7f316b882186a5803746d2303767_best.jpg,Add the right amount of pattern to your sleek suiting with this micro-solid silk tie from Calvin Klein. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Calvin Klein microsolid silk tie</li> <li>2 1/2'' wide</li> </ul>,Macy's,_solid,_silk,False
2596,397283377,49.5,Bar III Essex Tie,0,,http://bim.shopstyle.com/pim/e9/4a/e94a78e9769489947a74658e45236189_best.jpg,Complete your boardroom-bound style with a sleek silk tie from Bar III. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Bar III solid silk tie</li> </ul>,Macy's,_solid,_silk,False
2604,451321990,65.0,MICHAEL Michael Kors Sapphire Solid II Slim Tie,391,Michael Kors,http://bim.shopstyle.com/pim/f6/0d/f60d12633d9daf50270851a0d4329cb3_best.jpg,A streak of solid color. Pull together your suiting style with this slim silk tie from Michael Michael Kors. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Michael Michael Kors solid silk tie</li> <li>Slim design</li> <li>2 3/4'' wide</li> </ul>,Macy's,_solid,_silk,False
2606,444879363,55.0,Penguin Super Slim Solid Tie,1803,Penguin,http://bim.shopstyle.com/pim/0c/40/0c40b610854ffbd0635fab45a60821b2_best.jpg,A super-slim design in a solid color palette. Highlight tailored dress shirts with this modern silk tie from Penguin. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Penguin solid silk tie</li> <li>Slim design</li> <li>2'' wide</li> </ul>,Macy's,_solid,_silk,False
2607,462934014,65.0,Calvin Klein Argyle Solid Skinny,103,Calvin Klein,http://bim.shopstyle.com/pim/50/b7/50b77fb48fc8eaea14c1eb9da7e9d745_best.jpg,A solid style choice in silk tie form from Calvin Klein. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Calvin Klein tonal silk tie</li> <li>Skinny design</li> <li>2 1/2'' wide</li> </ul>,Macy's,_solid,_silk,False
2619,461719718,55.0,Geoffrey Beene Charcoal Grid Tie,236,Geoffrey Beene,http://bim.shopstyle.com/pim/f8/a4/f8a4342aaf599f76c969990bea1a213d_best.jpg,A criss-cross of signature pattern. Highlight solid suiting with this grid silk tie from Geoffrey Beene. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Geoffrey Beene grid silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_solid,_silk,False
2650,440953606,49.5,DKNY Pre Tied Solid Bow Tie,156,DKNY,http://bim.shopstyle.com/pim/dd/49/dd49e03f1660687fce74ea82a6e421fe_best.jpg,Punctuate dapper evening looks with a silk bow tie from DKNY. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>DKNY solid silk bow tie</li> </ul>,Macy's,_solid,_silk,False
2656,440120342,45.0,Tommy Hilfiger Pre-Tied Solid Bow Tie,585,Tommy Hilfiger,http://bim.shopstyle.com/pim/16/9d/169ddc9179710f8abb0a9cc39bf5e00e_best.jpg,Polish off your tailored style with a solid silk bow tie from Tommy Hilfiger. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tommy Hilfiger solid bow tie</li> <li>Pre-tied</li> </ul>,Macy's,_solid,_silk,False
2663,457214128,95.0,MICHAEL KORS Textured Solid Tie,391,Michael Kors,http://bim.shopstyle.com/pim/1a/1c/1a1cc5da5e54c151e31d3a9266dd5cbd_best.jpg,A seemingly solid tie. Distinguish tailored looks with this sleek silk tie from the Michael Kors Collection. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Michael Kors Collection solid silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_solid,_silk,False
2669,463096348,65.0,Calvin Klein Notched Solid Skinny Tie,103,Calvin Klein,http://bim.shopstyle.com/pim/31/51/315169873ac9f0ee04591895dd78c8d6_best.jpg,Elevate tailored suiting with this solid skinny tie from Calvin Klein. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Calvin Klein solid silk tie</li> <li>Skinny design</li> <li>2'' wide</li> </ul>,Macy's,_solid,_silk,False
2677,462940653,55.0,Tommy Hilfiger Solid Bow Tie & Penguin Pocket Square Set,585,Tommy Hilfiger,http://bim.shopstyle.com/pim/69/df/69df86a9abff7670a682ebfc86facf8c_best.jpg,"Be dignified from solid bow tie to tuxedo shoes, but add a cool accessory to your penguin suit with this printed pocket square from Tommy Hilfiger. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Tommy Hilfiger bow tie and pocket square set</li> <li>Solid bow tie</li> <li>Penguin-print pocket square</li> </ul>",Macy's,_solid,unknown,False
2692,439748887,49.5,Club Room Spartan Solid Tie,138,Club Room,http://bim.shopstyle.com/pim/ae/49/ae4934be720729299e7372201902359a_best.jpg,Saturated for optimal effect. Highlight timeless dress shirts with classic silk ties from Club Room. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Club Room solid silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_solid,_silk,False
2696,448527762,49.5,Alfani RED Black Tech Solid Skinny Tie,20,Alfani,http://bim.shopstyle.com/pim/64/ec/64ec795a78b5e601beb219327998b7d6_best.jpg,Master sleek style with minimal effort thanks to Alfani RED and their solid skinny ties. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Alfani RED solid tie</li> <li>Skinny design</li> <li>1.5'' wide</li> </ul>,Macy's,_solid,unknown,False
2697,461027883,55.0,Nautica Solid Wool-Blend Tie,415,Nautica,http://bim.shopstyle.com/pim/53/ad/53ad5225a350b07573025e64b2960374_best.jpg,Master the simplicity of classic tailoring with this solid tie from Nautica. <ul> <li>Silk/cotton/wool</li> <li>Dry clean</li> <li>Imported</li> <li>Nautica wool-blend solid tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_solid,_cotton,False
2698,463490008,55.0,Nautica Satin Grid Neat Tie,415,Nautica,http://bim.shopstyle.com/pim/80/10/8010bee7c868f80ec392c410060c528c_best.jpg,A grid of neat pattern and sublime color. Break up solid suiting with this silk tie from Nautica. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Nautica grid neat silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_solid,_silk,False
2699,461329373,49.5,Alfani RED Solid Skinny Tie,20,Alfani,http://bim.shopstyle.com/pim/4f/49/4f4943e438206d0ed563b9efed7691e1_best.jpg,A solid dose of saturated color. Accent finely tailored suiting with this skinny silk tie from Alfani RED. <ul> <li>Polyester</li> <li>Dry clean</li> <li>Imported</li> <li>Alfani RED solid tie</li> <li>Skinny design</li> <li>2 1/2'' wide</li> <li>Includes tie bar</li> </ul>,Macy's,_solid,_silk,False
2700,462934592,59.5,Sean John Textured Solid Tie,514,Sean John,http://bim.shopstyle.com/pim/c2/f0/c2f0fa1929c224053b8fddde3fa4e2d9_best.jpg,Highlight your style know-how with this must-have solid silk tie from Sean John. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Sean John textured solid silk tie</li> <li>3 1/4'' wide</li> </ul>,Macy's,_solid,_silk,False
2703,458860140,49.5,Alfani RED Reversible Salsa Grid Skinny Tie,20,Alfani,http://bim.shopstyle.com/pim/ae/bd/aebd39b7a567bea80cc1d5a0ed1240f4_best.jpg,Pull off pattern like a stylish gentleman thanks to Alfani Spectrum and this grid silk tie. <ul> <li>Silk</li> <li>Dry clean</li> <li>Imported</li> <li>Alfani RED grid silk tie</li> <li>Skinny design</li> <li>Reversible to solid color</li> <li>2 1/2'' wide</li> <li>Includes tie bar</li> </ul>,Macy's,_solid,_silk,False
